nama_universitas,kode_pt,status_pt_univ,akreditasi_pt_univ,tahun_pelaporan,kode_prodi,nama_program_studi,status_prodi,jenjang,akreditasi_prodi,jumlah_dosen_penghitung_rasio,dosen_tetap,dosen_tidak_tetap,total_dosen,jumlah_mahasiswa,rasio_dosen_mahasiswa
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,71102,Teknologi Informasi,Aktif,S2,Baik,12,6,0,6,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,86104,Administrasi Pendidikan,Aktif,S2,Unggul,18,8,0,8,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54101,Agribisnis,Aktif,S2,Baik,16,5,2,7,24,1:1.5
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54201,Agribisnis,Aktif,S1,Unggul,91,51,0,51,453,1:4.98
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54435,Agribisnis Peternakan,Aktif,D3,Baik Sekali,21,8,0,8,181,1:8.62
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54401,Agrobisnis,Tutup,D3,-,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54211,Agroekoteknologi,Aktif,S1,Baik Sekali,59,29,2,31,268,1:4.54
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,62402,Akuntansi,Aktif,D3,Unggul,45,17,0,17,242,1:5.38
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,62101,Akuntansi,Aktif,S2,Baik Sekali,17,7,0,7,33,1:1.94
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,62201,Akuntansi,Aktif,S1,Baik Sekali,93,30,0,30,1111,1:11.95
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,23201,Arsitektur,Aktif,S1,Baik,23,13,1,14,516,1:22.43
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,46201,Biologi,Aktif,S1,Unggul,43,18,0,18,105,1:2.44
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,46101,Biologi,Aktif,S2,Baik,14,6,0,6,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54242,Budidaya Perairan,Aktif,S1,Baik Sekali,28,23,1,24,415,1:14.82
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54448,Budidaya Perairan K. Bima,Tutup,D3,Baik,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54447,Budidaya Perikanan Kab Lombok Utara,Tutup,D3,-,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,60201,Ekonomi Pembangunan,Aktif,S1,Unggul,82,31,1,32,1127,1:13.74
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,48201,Farmasi,Aktif,S1,Baik Sekali,39,17,1,18,40,1:1.03
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,45201,Fisika,Aktif,S1,Unggul,29,22,0,22,75,1:2.59
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54412,Hortikultura,Tutup,D3,-,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,64201,Hubungan Internasional,Aktif,S1,Baik,24,19,1,20,738,1:30.75
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,11707,Ilmu Bedah,Aktif,Sp-1,Baik Sekali,54,5,1,6,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,41231,Ilmu dan Teknologi Pangan,Aktif,S1,Unggul,49,31,0,31,718,1:14.65
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,60101,Ilmu Ekonomi,Aktif,S2,Baik Sekali,20,11,0,11,9,1:0.45
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,74101,Ilmu Hukum,Aktif,S2,Unggul,38,13,0,13,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,74201,Ilmu Hukum,Aktif,S1,Baik Sekali,128,92,1,93,323,1:2.52
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,74001,Ilmu Hukum,Aktif,S3,Unggul,9,7,0,7,8,1:0.89
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54241,Ilmu Kelautan,Aktif,S1,Baik,26,18,0,18,111,1:4.27
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,70201,Ilmu Komunikasi,Aktif,S1,Unggul,27,17,0,17,646,1:23.93
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,25201,Ilmu Lingkungan,Aktif,S1,Baik,33,15,0,15,131,1:3.97
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54294,Ilmu Tanah,Aktif,S1,Unggul,56,18,2,20,212,1:3.79
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,11201,Kedokteran,Aktif,S1,Unggul,132,56,19,75,272,1:2.06
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,11770,Kedokteran Kelautan,Aktif,Sp-1,Baik Sekali,60,6,0,6,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54251,Kehutanan,Aktif,S1,Unggul,29,24,0,24,127,1:4.38
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,74102,Kenotariatan,Aktif,S2,Baik Sekali,25,7,0,7,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54464,Kesehatan Hewan K. Bima,Tutup,D3,Baik,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,13104,Kesehatan Masyarakat,Aktif,S2,Baik,52,6,2,8,26,1:0.5
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,47201,Kimia,Aktif,S1,Unggul,33,21,0,21,326,1:9.88
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,61201,Manajemen,Aktif,S1,Baik Sekali,108,47,1,48,1187,1:10.99
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,61004,Manajemen,Aktif,S3,Baik,16,5,0,5,19,1:1.19
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,61101,Manajemen,Aktif,S2,Unggul,24,8,0,8,21,1:0.88
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54131,Manajemen Sumber Daya Peternakan,Aktif,S2,B,19,7,0,7,40,1:2.11
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,44201,Matematika,Aktif,S1,Unggul,35,20,0,20,104,1:2.97
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,22315,Mitigasi Bencana,Aktif,S2,Baik,13,5,0,5,30,1:2.31
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,11703,Neurologi,Aktif,Sp-1,Baik Sekali,45,5,1,6,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,11761,Obsterik dan Ginekologi,Aktif,Sp-1,Baik Sekali,51,5,5,10,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,93403,Pariwisata,Aktif,D3,Baik Sekali,35,22,1,23,227,1:6.49
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,93408,Pariwisata K. Kab. Lombok Utara,Tutup,D3,Baik,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,86009,Pendidikan,Aktif,S3,Baik,12,5,0,5,15,1:1.25
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,S1,Unggul,52,36,0,36,871,1:16.75
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,88101,Pendidikan Bahasa Indonesia,Aktif,S2,Unggul,11,5,0,5,3,1:0.27
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,88103,Pendidikan Bahasa Inggris,Aktif,S2,Unggul,13,5,0,5,17,1:1.31
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,88203,Pendidikan Bahasa Inggris,Aktif,S1,Unggul,64,37,0,37,889,1:13.89
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,84205,Pendidikan Biologi,Aktif,S1,Unggul,61,26,0,26,555,1:9.1
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,84105,Pendidikan Biologi,Aktif,S2,Baik,7,6,0,6,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,86122,Pendidikan Dasar,Aktif,S2,Baik Sekali,22,4,0,4,12,1:0.55
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,84203,Pendidikan Fisika,Aktif,S1,Unggul,39,15,0,15,415,1:10.64
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,S1,Unggul,29,16,1,17,527,1:18.17
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,86206,Pendidikan Guru Sekolah Dasar,Aktif,S1,Unggul,72,50,1,51,1627,1:22.6
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,84001,Pendidikan Ilmu Pengetahuan Alam,Aktif,S3,Baik Sekali,8,5,0,5,33,1:4.13
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,84101,Pendidikan IPA,Aktif,S2,Unggul,27,5,0,5,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,84204,Pendidikan Kimia,Aktif,S1,Unggul,40,19,0,19,395,1:9.88
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,84202,Pendidikan Matematika,Aktif,S1,Unggul,46,27,1,28,600,1:13.04
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,87205,Pendidikan Pancasila Dan Kewarganegaraan,Aktif,S1,Unggul,42,20,1,21,886,1:21.1
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,48901,Pendidikan Profesi Apoteker,Aktif,Profesi,Baik Sekali,18,9,1,10,6,1:0.33
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,86904,Pendidikan Profesi Guru,Aktif,Profesi,B,0,7,0,7,3312,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,87204,Pendidikan Sosiologi,Aktif,S1,Unggul,26,19,0,19,438,1:16.85
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,95119,Pengelolaan Sumberdaya Alam dan Lingkungan,Aktif,S2,Baik,18,5,0,5,22,1:1.22
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54105,Pengelolaan Sumberdaya Lahan Kering,Alih Bentuk,S2,-,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,95111,Perencanaan Kepariwisataan,Aktif,S2,Baik,15,5,0,5,54,1:3.6
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,63421,Perpajakan,Aktif,D3,Unggul,37,16,0,16,87,1:2.35
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54022,Pertanian Berkelanjutan,Aktif,S3,Terakreditasi Sementara,27,5,0,5,1,1:0.04
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54105,Pertanian Lahan Kering,Aktif,S2,Baik Sekali,14,7,0,7,37,1:2.64
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54231,Peternakan,Aktif,S1,Baik Sekali,81,54,4,58,961,1:11.86
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,86209,PJJ Pendidikan Guru Sekolah Dasar,Tutup,S1,-,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54432,Produksi Ternak,Tutup,D3,Baik,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,11901,Profesi Dokter,Aktif,Profesi,Unggul,129,19,57,76,13,1:0.1
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,86276,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),Tutup,S1,-,0,0,0,0,0,-
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,11752,Pulmonologi dan Kedokteran Respirasi,Aktif,Sp-1,Baik Sekali,46,6,1,7,0,1:0
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,69201,Sosiologi,Aktif,S1,Baik Sekali,37,23,0,23,773,1:20.89
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,49201,Statistika,Aktif,S1,Baik,22,11,0,11,83,1:3.77
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,20201,Teknik Elektro,Aktif,S1,Baik Sekali,37,33,0,33,249,1:6.73
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,26201,Teknik Industri,Aktif,S1,Baik,30,9,0,9,202,1:6.73
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,55201,Teknik Informatika,Aktif,S1,Unggul,30,22,0,22,84,1:2.8
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,21201,Teknik Mesin,Aktif,S1,Unggul,33,33,0,33,771,1:23.36
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,41201,Teknik Pertanian,Aktif,S1,Baik Sekali,49,31,0,31,558,1:11.39
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,22201,Teknik Sipil,Aktif,S1,Unggul,56,38,0,38,1110,1:19.82
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,22101,Teknik Sipil,Aktif,S2,Unggul,22,5,0,5,153,1:6.95
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,59110,Teknologi Informasi,Aktif,S2,Baik Sekali,7,5,0,5,3,1:0.43
Universitas Mataram,-,Jenjang,"1
dari
18",Ganjil 2025,54434,Teknologi Pengolahan Hasil Ternak,Tutup,D3,-,0,0,0,0,0,-
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,63101,Administrasi Publik,Aktif,S2,Baik,8,8,0,8,21,1:2.63
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,54201,Agrobisnis,Aktif,S1,Unggul,23,10,0,10,153,1:6.65
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,54211,Agroteknologi,Aktif,S1,Baik Sekali,31,12,1,13,129,1:4.16
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,62201,Akuntansi,Aktif,S1,Baik Sekali,31,12,0,12,435,1:14.03
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,23201,Arsitektur,Aktif,S1,Baik Sekali,17,7,0,7,125,1:7.35
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,60201,Ekonomi Pembangunan,Aktif,S1,Baik,17,13,0,13,211,1:12.41
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,63201,Ilmu Administrasi Negara,Aktif,S1,Baik Sekali,44,18,2,20,562,1:12.77
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,74201,Ilmu Hukum,Aktif,S1,Baik Sekali,45,26,2,28,664,1:14.76
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,54108,Ilmu Pertanian,Aktif,S2,-,9,7,0,7,0,1:0
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,67201,Ilmu Politik,Aktif,S1,-,12,8,0,8,16,1:1.33
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,61201,Manajemen,Aktif,S1,Baik Sekali,58,25,3,28,783,1:13.5
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,54242,Manajemen Sumberdaya Perairan,Aktif,S1,Baik Sekali,27,18,0,18,119,1:4.41
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,86228,Pembangunan Sosial,Aktif,S1,-,14,5,0,5,14,1:1
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,88201,Pendidikan Bahasa dan Sastra Indonesia,Aktif,S1,Baik Sekali,20,15,0,15,290,1:14.5
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,88203,Pendidikan Bahasa Inggris,Aktif,S1,Baik Sekali,16,12,0,12,68,1:4.25
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,87203,Pendidikan Ekonomi,Aktif,S1,Baik,24,11,0,11,136,1:5.67
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,84203,Pendidikan Fisika,Aktif,S1,Baik Sekali,21,19,2,21,43,1:2.05
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,S1,Baik Sekali,18,15,0,15,143,1:7.94
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,86206,Pendidikan Guru Sekolah Dasar,Aktif,S1,Baik Sekali,31,25,1,26,535,1:17.26
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,85201,"Pendidikan Jasmani, Kesehatan & Rekreasi",Aktif,S1,Baik Sekali,17,20,1,21,295,1:17.35
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,84204,Pendidikan Kimia,Aktif,S1,Baik Sekali,11,13,0,13,101,1:9.18
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,83207,Pendidikan Komputer,Aktif,S1,Baik,16,8,0,8,153,1:9.56
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,84202,Pendidikan Matematika,Aktif,S1,Baik Sekali,21,16,1,17,73,1:3.48
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,86904,Pendidikan Profesi Guru,Aktif,Profesi,B,0,6,0,6,4157,-
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,23905,Pendidikan Profesi Insinyur,Aktif,Profesi,-,0,0,0,0,0,-
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,35201,Perencanaan Wilayah dan Kota,Aktif,S1,-,11,5,0,5,25,1:2.27
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,54231,Peternakan,Aktif,S1,Baik Sekali,20,9,1,10,78,1:3.9
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,79202,Sastra Inggris,Aktif,S1,Baik Sekali,17,10,0,10,78,1:4.59
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,57201,Sistem Informasi,Aktif,S1,Baik Sekali,30,13,0,13,335,1:11.17
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,20201,Teknik Elektro,Aktif,S1,Baik Sekali,15,12,0,12,157,1:10.47
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,55201,Teknik Informatika,Aktif,S1,Baik Sekali,39,17,0,17,568,1:14.56
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,55401,Teknik Informatika,Tutup,D3,-,0,0,0,0,0,-
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,21401,Teknik Mesin,Tutup,D3,-,0,0,0,0,0,-
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,21201,Teknik Mesin,Aktif,S1,Baik Sekali,22,6,0,6,123,1:5.59
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,41201,Teknik Pertanian,Aktif,S1,Baik Sekali,32,10,0,10,97,1:3.03
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,22201,Teknik Sipil,Aktif,S1,Baik Sekali,27,16,1,17,349,1:12.93
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,22401,Teknik Sipil,Tutup,D3,-,0,0,0,0,0,-
Universitas Musamus,-,Jenjang,"1
dari
8",Ganjil 2025,36202,Teknik Sistem Perkapalan,Aktif,S1,-,11,5,0,5,6,1:0.55
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,63211,Administrasi Bisnis,Aktif,S1,Baik Sekali,32,23,0,23,284,1:8.88
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,13261,Administrasi Kesehatan,Aktif,S1,Baik,43,28,0,28,532,1:12.37
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,86204,Administrasi Pendidikan,Aktif,S1,Unggul,38,18,0,18,276,1:7.26
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,86004,Administrasi Pendidikan,Aktif,S3,Baik Sekali,11,3,0,3,0,1:0
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,86104,Administrasi Pendidikan,Aktif,S2,Unggul,27,5,0,5,16,1:0.59
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,62301,Akuntansi,Aktif,D4,Baik,29,17,0,17,175,1:6.03
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,62201,Akuntansi,Aktif,S1,Baik Sekali,41,32,0,32,472,1:11.51
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,62401,Akuntansi,Aktif,D3,-,0,0,0,0,0,-
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,62101,Akuntansi,Aktif,S2,-,0,0,0,0,0,-
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,90345,Animasi,Aktif,D4,Baik,31,5,0,5,24,1:0.77
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,23201,Arsitektur,Aktif,S1,Baik,35,22,0,22,162,1:4.63
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,79201,Bahasa dan Sastra Indonesia,Aktif,S1,B,16,13,0,13,204,1:12.75
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,79302,Bahasa Inggris,Aktif,D4,Baik,28,15,0,15,115,1:4.11
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,79402,Bahasa Inggris,Aktif,D3,Baik,0,4,0,4,0,-
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,86201,Bimbingan Dan Konseling,Aktif,S1,Unggul,29,18,0,18,304,1:10.48
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,86001,Bimbingan dan Konseling,Aktif,S3,-,12,0,0,0,0,1:0
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,86101,Bimbingan dan Konseling,Aktif,S2,Unggul,23,8,0,8,4,1:0.17
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,46201,Biologi,Aktif,S1,Unggul,40,18,0,18,130,1:3.25
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,54107,Bioteknologi,Aktif,S2,Baik,10,5,0,5,0,1:0
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,54207,Bioteknologi,Aktif,S1,-,33,6,0,6,63,1:1.91
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,61209,Bisnis Digital,Aktif,S1,Baik,25,20,0,20,185,1:7.4
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,90241,Desain Komunikasi Visual,Aktif,S1,Baik Sekali,47,18,0,18,258,1:5.49
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,60201,Ekonomi Pembangunan,Aktif,S1,Baik Sekali,27,24,0,24,299,1:11.07
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,45201,Fisika,Aktif,S1,Unggul,38,14,0,14,74,1:1.95
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,45102,Fisika,Aktif,S2,Unggul,11,7,0,7,31,1:2.82
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,11202,Fisioterapi,Aktif,S1,Baik,29,19,0,19,249,1:8.59
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,51201,Geografi,Aktif,S1,A,44,10,0,10,137,1:3.11
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,13211,Gizi,Aktif,S1,Baik,42,18,0,18,433,1:10.31
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,74202,Hukum Bisnis,Aktif,S1,Baik,27,15,1,16,198,1:7.33
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,63201,Ilmu Administrasi Negara,Aktif,S1,Unggul,61,43,0,43,355,1:5.82
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,63001,Ilmu Administrasi Publik,Aktif,S3,Unggul,11,4,0,4,1,1:0.09
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,63101,Ilmu Administrasi Publik,Aktif,S2,Baik Sekali,18,5,0,5,3,1:0.17
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,89201,Ilmu Keolahragaan,Aktif,S1,Unggul,37,19,0,19,212,1:5.73
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,61101,Ilmu Manajemen,Aktif,S2,-,11,0,0,0,0,1:0
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,86001,Ilmu Pendidikan,Aktif,S3,Unggul,24,5,0,5,4,1:0.17
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,88001,Ilmu Pendidikan Bahasa,Aktif,S3,Baik Sekali,12,8,0,8,0,1:0
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,69001,Ilmu Sosiologi,Aktif,S3,Unggul,11,6,0,6,1,1:0.09
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,11203,Kedokteran,Aktif,S1,Baik,26,13,9,22,50,1:1.92
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,94202,Kewirausahaan,Aktif,S1,Baik,32,31,0,31,276,1:8.63
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,47201,Kimia,Aktif,S1,Unggul,48,22,0,22,103,1:2.15
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,24106,Kimia Terapan,Aktif,S2,-,0,0,0,0,0,-
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,61201,Manajemen,Aktif,S1,Baik Sekali,58,57,0,57,733,1:12.64
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,44201,Matematika,Aktif,S1,Unggul,47,14,0,14,138,1:2.94
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,44101,Matematika,Aktif,S2,Unggul,10,7,0,7,20,1:2
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,21304,Mesin Otomotif,Aktif,D4,Baik,39,7,0,7,89,1:2.28
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,21403,Mesin Otomotif,Aktif,D3,-,0,0,0,0,0,-
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,87210,Pendidikan Administrasi Perkantoran,Aktif,S1,Unggul,35,19,0,19,249,1:7.11
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,87209,Pendidikan Akuntansi,Aktif,S1,Unggul,35,24,0,24,211,1:6.03
Universitas Negeri Makassar,-,Jenjang,"1
dari
37",Ganjil 2025,86007,Pendidikan Anak Usia Dini,Aktif,S3,-,0,0,0,0,0,-
