nama_universitas,kode_pt,status_pt_univ,akreditasi_pt_univ,tahun_pelaporan,kode_prodi,nama_program_studi,status_prodi,jenjang,akreditasi_prodi,jumlah_dosen_penghitung_rasio,dosen_tetap,dosen_tidak_tetap,total_dosen,jumlah_mahasiswa,rasio_dosen_mahasiswa
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,93602,Perhotelan K. Mataram,Tutup,D1,-,0,0,0,0,0,-
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,21301,Rekayasa Perancangan Mekanik,Aktif,D4,Baik,28,11,0,11,68,1:2.43
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,20403,Teknik Listrik,Aktif,D3,Baik Sekali,31,19,0,19,311,1:10.03
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,21501,Teknik Manufaktur Mesin,Aktif,D2,Baik,0,6,0,6,2,-
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,21401,Teknik Mesin,Aktif,D3,Baik Sekali,40,21,0,21,388,1:9.7
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,36304,Teknik Otomasi,Aktif,D4,Unggul,33,18,0,18,164,1:4.97
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,21405,Teknik Pendingin Dan Tata Udara,Aktif,D3,B,29,13,0,13,186,1:6.41
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,22401,Teknik Sipil,Aktif,D3,B,33,14,0,14,247,1:7.48
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,21315,Teknologi Rekayasa Energi Terbarukan,Aktif,D4,Terakreditasi Sementara,14,12,0,12,40,1:2.86
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,22305,Teknologi Rekayasa Konstruksi Bangunan Air,Aktif,D4,Baik,22,12,0,12,15,1:0.68
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,22303,Teknologi Rekayasa Konstruksi Bangunan Gedung,Aktif,D4,Baik,29,11,0,11,141,1:4.86
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,58302,Teknologi Rekayasa Perangkat Lunak,Aktif,D4,Baik,21,19,0,19,385,1:18.33
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,58301,Teknologi Rekayasa Utilitas,Aktif,D4,Unggul,23,15,0,15,116,1:5.04
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,93401,Usaha Perjalanan Wisata,Aktif,D3,A,28,19,0,19,134,1:4.79
Politeknik Negeri Bali,-,Jenjang,"1
dari
9",Ganjil 2025,93504,Usaha Perjalanan Wisata (Kampus Kab. Selayar),Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,63411,Administrasi Bisnis,Aktif,D3,Baik Sekali,18,14,0,14,194,1:10.78
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,63311,Administrasi Bisnis,Aktif,D4,Unggul,30,9,0,9,246,1:8.2
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,62401,Akuntansi,Aktif,D3,Baik Sekali,23,10,0,10,221,1:9.61
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,62306,Akuntansi,Aktif,D4,Baik Sekali,34,13,0,13,286,1:8.41
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,62301,Akuntansi Manajemen Pemerintahan,Aktif,D4,A,29,11,0,11,248,1:8.55
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,24402,Analis Kimia,Aktif,D3,Unggul,19,16,0,16,183,1:9.63
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,79402,Bahasa Inggris,Aktif,D3,Baik Sekali,27,21,0,21,271,1:10.04
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,93304,Destinasi Pariwisata,Aktif,D4,Baik,17,7,0,7,119,1:7
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,61406,Keuangan Dan Perbankan,Aktif,D3,Baik Sekali,23,13,0,13,186,1:8.09
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,60104,Keuangan dan Perbankan Syariah Terapan,Aktif,S2,Baik Sekali,9,6,0,6,22,1:2.44
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,61306,Keuangan Syariah,Aktif,D4,A,24,11,0,11,344,1:14.33
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,61307,Manajemen Aset,Aktif,D4,Unggul,22,14,0,14,339,1:15.41
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,61404,Manajemen Pemasaran,Aktif,D3,Unggul,17,8,0,8,189,1:11.12
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,61304,Manajemen Pemasaran,Aktif,D4,Unggul,19,10,0,10,245,1:12.89
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,61704,"Pemasaran, Inovasi, dan Teknologi",Aktif,S2 Terapan,Terakreditasi Sementara,9,6,0,6,26,1:2.89
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,21307,Proses Manufaktur,Aktif,D4,Baik Sekali,17,9,0,9,244,1:14.35
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,31104,Rekayasa Infrastruktur (Terapan),Aktif,S2,Unggul,11,5,0,5,35,1:3.18
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,31104,Rekayasa Infrastruktur (Terapan),Aktif,S2,Unggul,11,5,0,5,35,1:3.18
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,40402,Teknik Aeronautika,Aktif,D3,Unggul,21,16,0,16,217,1:10.33
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,20401,Teknik Elektronika,Aktif,D3,Unggul,19,12,0,12,195,1:10.26
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,20301,Teknik Elektronika,Aktif,D4,Unggul,23,16,0,16,276,1:12
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,55301,Teknik Informatika,Aktif,D4,Unggul,35,14,0,14,306,1:8.74
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,55502,Teknik Informatika,Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,56401,Teknik Informatika,Aktif,D3,Unggul,35,31,0,31,252,1:7.2
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,55501,Teknik Informatika (Kampus Kab. Pekalongan),Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,24401,Teknik Kimia,Aktif,D3,Unggul,37,17,0,17,373,1:10.08
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,47501,Teknik Kimia (Kampus Kab. Pekalongan),Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,24301,Teknik Kimia Produksi Bersih,Aktif,D4,Unggul,39,19,0,19,291,1:7.46
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,21308,Teknik Konservasi Energi,Aktif,D4,Baik Sekali,42,12,0,12,252,1:6
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,22403,Teknik Konstruksi Gedung,Aktif,D3,Unggul,46,10,0,10,221,1:4.8
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,22402,Teknik Konstruksi Sipil,Aktif,D3,Unggul,44,16,0,16,276,1:6.27
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,21406,Teknik Konversi Energi,Aktif,D3,Baik Sekali,26,15,0,15,202,1:7.77
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,20403,Teknik Listrik,Aktif,D3,Unggul,18,10,0,10,186,1:10.33
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,21502,Teknik Mesin,Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,21401,Teknik Mesin,Aktif,D3,B,22,16,0,16,216,1:9.82
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,21501,Teknik Mesin (Kampus Kab. Pekalongan,Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,36304,Teknik Otomasi Industri,Aktif,D4,B,26,8,0,8,311,1:11.96
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,21305,Teknik Pendingin dan Tata Udara,Aktif,D4,Unggul,30,11,0,11,272,1:9.07
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,21405,Teknik Pendingin Dan Tata Udara,Aktif,D3,Unggul,31,21,0,21,189,1:6.1
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,36301,Teknik Perancangan dan Konstruksi Mesin,Aktif,D4,Unggul,23,14,0,14,271,1:11.78
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,22301,Teknik Perancangan Jalan Dan Jembatan,Aktif,D4,Unggul,43,19,0,19,292,1:6.79
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,22303,Teknik Perawatan Dan Perbaikan Gedung,Aktif,D4,Unggul,44,17,0,17,293,1:6.66
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,20402,Teknik Telekomunikasi,Aktif,D3,Unggul,26,17,0,17,191,1:7.35
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,20304,Teknik Telekomunikasi,Aktif,D4,Unggul,27,12,0,12,341,1:12.63
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,20303,Teknologi Pembangkit Tenaga Listrik,Aktif,D4,Baik Sekali,35,16,0,16,342,1:9.77
Politeknik Negeri Bandung,-,Jenjang,"1
dari
10",Ganjil 2025,93401,Usaha Perjalanan Wisata,Aktif,D3,Unggul,16,7,0,7,193,1:12.06
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,63311,Administrasi Bisnis Terapan,Aktif,D4,A,42,24,1,25,1195,1:28.45
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,62401,Akuntansi,Aktif,D3,Unggul,35,17,3,20,592,1:16.91
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,62301,Akuntansi Manajerial,Aktif,D4,Baik Sekali,48,26,1,27,1040,1:21.67
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,90345,Animasi,Aktif,D4,Baik,24,6,0,6,427,1:17.79
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,39503,Distribusi Barang,Aktif,D2,Baik,11,5,0,5,41,1:3.73
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,63314,Logistik Perdagangan Internasional,Aktif,D4,Baik,39,13,3,16,902,1:23.13
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,23902,Program Profesi Insinyur,Aktif,Profesi,Baik,6,4,1,5,49,1:8.17
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,57302,Rekayasa Keamanan Siber,Aktif,D4,Baik Sekali,24,8,0,8,491,1:20.46
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,20401,Teknik Elektronika,Tutup,D3,-,0,0,0,0,0,-
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,20406,Teknik Elektronika Manufaktur,Aktif,D3,B,14,9,5,14,408,1:29.14
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,34401,Teknik Geomatika,Alih Bentuk,D3,-,0,0,0,0,0,-
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,55401,Teknik Informatika,Aktif,D3,Unggul,37,17,4,21,979,1:26.46
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,30402,Teknik Instrumentasi,Aktif,D3,Unggul,10,10,0,10,414,1:41.4
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,56102,Teknik Komputer,Aktif,S2 Terapan,Baik,6,5,0,5,30,1:5
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,21312,Teknik Mekatronika,Aktif,D4,Unggul,18,12,0,12,730,1:40.56
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,21401,Teknik Mesin,Aktif,D3,Unggul,27,17,0,17,639,1:23.67
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,90343,Teknik Multimedia dan Jaringan,Alih Bentuk,D4,Baik Sekali,0,0,0,0,0,-
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,40407,Teknik Perawatan Pesawat Udara,Aktif,D3,Baik,7,8,3,11,238,1:34
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,36401,Teknik Perencanaan dan Konstruksi Kapal,Tutup,D3,-,0,0,0,0,0,-
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,21303,Teknik Robotika,Alih Bentuk,D4,Baik,0,0,0,0,0,-
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,29301,Teknologi Geomatika,Aktif,D3,-,13,11,1,12,494,1:38
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,91345,Teknologi Permainan,Aktif,D4,Baik,14,6,0,6,109,1:7.79
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,20307,Teknologi Rekayasa Elektronika,Aktif,D4,Unggul,13,10,0,10,638,1:49.08
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,36305,Teknologi Rekayasa Konstruksi Perkapalan,Aktif,D4,Baik Sekali,18,10,2,12,639,1:35.5
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,27301,Teknologi Rekayasa Metalurgi,Aktif,D4,Terakreditasi,11,8,0,8,166,1:15.09
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,90349,Teknologi Rekayasa Multimedia,Aktif,D4,Baik Sekali,33,10,2,12,1079,1:32.7
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,21309,Teknologi Rekayasa Pembangkit Energi,Aktif,D4,Baik,13,16,0,16,463,1:35.62
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,36303,Teknologi Rekayasa Pengelasan dan Fabrikasi,Aktif,D4,Baik,17,9,1,10,399,1:23.47
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,58302,Teknologi Rekayasa Perangkat Lunak,Aktif,D4,Baik,26,11,0,11,560,1:21.54
Politeknik Negeri Batam,-,Jenjang,"1
dari
6",Ganjil 2025,56208,Teknologi Rekayasa Robotika,Aktif,D4,Unggul,14,11,0,11,503,1:35.93
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,63411,Administrasi Bisnis,Aktif,D3,B,28,18,0,18,339,1:12.11
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,63311,Administrasi Bisnis Terapan,Aktif,D4,Baik Sekali,30,19,0,19,508,1:16.93
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,62401,Akuntansi,Aktif,D3,Unggul,22,11,0,11,171,1:7.77
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,62301,Akuntansi Keuangan,Aktif,D4,Baik Sekali,30,12,0,12,245,1:8.17
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21413,Alat Berat,Alih Bentuk,D3,B,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21513,"Alat Berat, Kampus di Pusat Pengembangan dan Pelatihan PTK",Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,79302,Bahasa Inggris untuk Komunikasi Bisnis dan Profesional,Aktif,D4,Baik,15,12,0,12,319,1:21.27
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,90343,BroadBand Multimedia,Aktif,D4,Baik Sekali,19,10,0,10,179,1:9.42
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,90342,Desain Grafis,Aktif,D4,Baik,10,9,1,10,377,1:37.7
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,20401,Elektronika Industri,Aktif,D3,Unggul,22,8,0,8,284,1:12.91
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,20301,Instrumentasi Dan Kontrol Industri,Aktif,D4,Unggul,18,9,0,9,193,1:10.72
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,61206,Keuangan dan Perbankan,Aktif,D4,Baik Sekali,26,11,0,11,233,1:8.96
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,61406,Keuangan Dan Perbankan,Aktif,D3,Baik Sekali,23,9,0,9,172,1:7.48
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,61306,Keuangan Dan Perbankan Syari ah,Aktif,D4,Baik Sekali,17,11,0,11,233,1:13.71
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,22403,Konstruksi Gedung,Aktif,D3,Unggul,36,14,0,14,175,1:4.86
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,22402,Konstruksi Sipil,Aktif,D3,Unggul,42,15,0,15,271,1:6.45
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,61301,Manajemen Keuangan,Aktif,D4,Baik,24,11,1,12,251,1:10.46
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,61404,Manajemen Pemasaran Untuk Warga Negara Berkebutuhan Khusus,Aktif,D3,B,11,9,1,10,51,1:4.64
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21307,Manufaktur,Alih Bentuk,D4,B,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21314,Manufaktur (Kampus Kota Pekalongan),Alih Bentuk,D4,Baik,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,20303,Pembangkit Tenaga Listrik,Alih Bentuk,D4,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,70402,Penerbitan,Aktif,D3,Baik Sekali,16,13,1,14,389,1:24.31
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21107,Rekayasa Teknologi Manufaktur,Aktif,S2 Terapan,Baik Sekali,14,7,0,7,12,1:0.86
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,20101,Teknik Elektro,Aktif,S2 Terapan,Unggul,13,6,0,6,19,1:1.46
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,90444,Teknik Grafika,Alih Bentuk,D3,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,90514,Teknik Grafika Kab. Demak,Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,90515,Teknik Grafika Kota Pekalongan,Tutup,D2,-,0,0,1,1,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,55301,Teknik Informatika,Aktif,D4,B,24,16,0,16,471,1:19.63
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,56601,Teknik Komputer dan Jaringan,Aktif,D1,Baik Sekali,0,4,0,4,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,22303,Teknik KontrukSi Gedung,Aktif,D4,Unggul,44,17,1,18,344,1:7.82
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21406,Teknik Konversi Energi,Alih Bentuk,D3,B,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21506,"Teknik Konversi Energi, Kampus di Pusat Pengembangan & Pelatihan PTK",Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,20403,Teknik Listrik,Aktif,D3,Unggul,19,11,0,11,276,1:14.53
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21501,Teknik Manufaktur Mesin,Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21401,Teknik Mesin,Aktif,D3,A,63,23,0,23,715,1:11.35
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21602,Teknik Mesin,Tutup,D1,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21417,Teknik Mesin (Kampus Kab. Demak),Aktif,D3,Baik,9,6,0,6,36,1:4
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21507,Teknik Mesin K. Kota Pekalongan,Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21502,Teknik Mesin Kab. Demak,Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,90346,Teknik Multimedia dan Jaringan,Aktif,D4,B,19,11,0,11,341,1:17.95
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,20304,Teknik Multimedia Digital,Aktif,D4,Baik Sekali,18,10,0,10,338,1:18.78
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,36304,Teknik Otomasi Listrik Industri,Aktif,D4,Unggul,19,6,0,6,181,1:9.53
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,22302,Teknik Perancangan Jalan Dan Jembatan,Aktif,D4,Unggul,37,16,1,17,259,1:7
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,90341,Teknologi Industri Cetak kemasan,Aktif,D4,Unggul,13,10,0,10,306,1:23.54
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,90344,Teknologi Rekayasa Cetak Dan Grafis 3 Dimensi,Aktif,D4,Terakreditasi Unggul,12,6,0,6,205,1:17.08
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21308,Teknologi Rekayasa Konversi Energi,Aktif,D4,Baik Sekali,32,11,0,11,269,1:8.41
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21317,Teknologi Rekayasa Manufaktur,Aktif,D4,B,28,17,0,17,240,1:8.57
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21314,Teknologi Rekayasa Manufaktur (Kampus Kota Pekalongan),Aktif,D4,Baik,6,4,1,5,48,1:8
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21309,Teknologi Rekayasa Pembangkit Energi,Aktif,D4,Unggul,23,10,0,10,229,1:9.96
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,21313,Teknologi Rekayasa Pemeliharaan Alat Berat,Aktif,D4,Baik Sekali,15,6,0,6,232,1:15.47
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,20402,Telekomunikasi,Aktif,D3,Unggul,16,12,0,12,277,1:17.31
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,93301,"Usaha Jasa Konvensi, Perjalanan Insentif dan Pameran",Aktif,D4,B,20,16,0,16,435,1:21.75
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,93504,"Usaha Jasa Konvensi, Perjalanan Insentif dan Pameran K. Demak",Tutup,D2,-,0,0,0,0,0,-
Politeknik Negeri Jakarta,-,Jenjang,"1
dari
11",Ganjil 2025,93314,"Usaha Jasa Konvensi, Perjalanan Insentif, dan Pameran (Kampus Kab. Demak)",Aktif,D4,Baik,8,11,2,13,77,1:9.63
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,54101,Agribisnis,Aktif,S2,Baik Sekali,11,6,0,6,43,1:3.91
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,62303,Akuntansi Sektor Publik,Aktif,D4,Baik,14,12,0,12,455,1:32.5
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,79402,Bahasa Inggris,Aktif,D3,Baik Sekali,23,21,0,21,206,1:8.96
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,61316,Bisnis Digital,Aktif,D4,Baik Sekali,15,9,0,9,238,1:15.87
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,54371,Budidaya Tanaman Perkebunan,Aktif,D4,Baik,22,9,0,9,347,1:15.77
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,54572,Budidaya Tanaman Perkebunan Kab. Berau,Alih Bentuk,D2,-,0,0,0,0,0,-
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,93304,Destinasi Pariwisata,Aktif,D4,Baik,16,9,0,9,333,1:20.81
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,13311,Gizi Klinik,Aktif,D4,Baik Sekali,29,28,0,28,584,1:20.14
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,41401,Keteknikan Pertanian,Aktif,D3,Unggul,16,14,0,14,231,1:14.44
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,54305,Manajemen Agribisnis,Aktif,D4,-,9,6,0,6,28,1:3.11
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,54401,Manajemen Agribisnis,Aktif,D3,A,23,17,0,17,330,1:14.35
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,54402,Manajemen Agribisnis (Kampus Kab. Nganjuk),Aktif,D3,Baik,8,7,0,7,86,1:10.75
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,54304,Manajemen Agribisnis (Kampus. Kab Ngawi),Aktif,D4,Baik,7,7,0,7,83,1:11.86
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,41311,Manajemen Agroindustri,Aktif,D4,A,27,17,0,17,686,1:25.41
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,41312,Manajemen Agroindustri (Kampus Kab Sidoarjo),Aktif,D4,Baik,9,7,0,7,118,1:13.11
Politeknik Negeri Jember,-,Jenjang,"1
dari
13",Ganjil 2025,41511,"Manajemen Agroindustri, Kampus K. Cianjur",Tutup,D2,-,0,0,0,0,0,-
